region,year,category,subcategory,subcategory_contribution,subcategory_weight_total,subcategory_score
부산,2017,보건·안전,아동안전 수준,2.512479575367169,0.0430861723446893,58.31289805154502
부산,2018,보건·안전,아동안전 수준,3.009601064828973,0.0430861723446893,69.85074099300735
부산,2019,보건·안전,아동안전 수준,3.152465037444484,0.0430861723446893,73.16651412487433
부산,2020,보건·안전,아동안전 수준,3.5233064907798823,0.0430861723446893,81.77348553019358
부산,2021,보건·안전,아동안전 수준,3.450133703038978,0.0430861723446893,80.07519617750934
부산,2022,보건·안전,아동안전 수준,3.454948368228014,0.0430861723446893,80.18694119747813
부산,2023,보건·안전,아동안전 수준,3.238495044323643,0.0430861723446893,75.16321056360458
부산,2024,보건·안전,아동안전 수준,2.9044734661551117,0.0430861723446893,67.41080277262333
서울,2016,보건·안전,아동안전 수준,1.5026869788210584,0.0430861723446893,34.876316392172484
서울,2017,보건·안전,아동안전 수준,2.0832913511081963,0.0430861723446893,48.35173880013909
서울,2018,보건·안전,아동안전 수준,2.711489862167973,0.0430861723446893,62.93178796380554
서울,2019,보건·안전,아동안전 수준,2.8087157636470694,0.0430861723446893,65.18833330511109
서울,2020,보건·안전,아동안전 수준,3.3210350008196188,0.0430861723446893,77.07890536786002
서울,2021,보건·안전,아동안전 수준,3.401639554780905,0.0430861723446893,78.94968082956616
서울,2022,보건·안전,아동안전 수준,3.453268917834857,0.0430861723446893,80.14796232556252
서울,2023,보건·안전,아동안전 수준,3.253810073483745,0.0430861723446893,75.51866170550649
서울,2024,보건·안전,아동안전 수준,3.03383407045807,0.0430861723446893,70.4131721469106
세종,2016,보건·안전,아동안전 수준,2.211383550770603,0.0430861723446893,51.32466938765263
세종,2017,보건·안전,아동안전 수준,2.500321528940905,0.0430861723446893,58.0307182763494
세종,2018,보건·안전,아동안전 수준,3.1004481338349397,0.0430861723446893,71.9592380829598
세종,2019,보건·안전,아동안전 수준,3.5124958102018167,0.0430861723446893,81.52257717631197
세종,2020,보건·안전,아동안전 수준,4.308617234468936,0.0430861723446893,100.0
세종,2021,보건·안전,아동안전 수준,4.012210923249318,0.0430861723446893,93.12061631169352
세종,2022,보건·안전,아동안전 수준,3.552651441787499,0.0430861723446893,82.45456136985874
세종,2023,보건·안전,아동안전 수준,3.4688063905443265,0.0430861723446893,80.50857622705207
세종,2024,보건·안전,아동안전 수준,3.283286595668478,0.0430861723446893,76.20279122039867
울산,2016,보건·안전,아동안전 수준,1.381992760862519,0.0430861723446893,32.07508779862313
울산,2017,보건·안전,아동안전 수준,2.177843121762074,0.0430861723446893,50.546219430663974
울산,2018,보건·안전,아동안전 수준,2.831418731000257,0.0430861723446893,65.71525333809902
울산,2019,보건·안전,아동안전 수준,3.054528076156502,0.0430861723446893,70.89346558149279
울산,2020,보건·안전,아동안전 수준,3.75624101104021,0.0430861723446893,87.17973323297979
울산,2021,보건·안전,아동안전 수준,3.6899918582535896,0.0430861723446893,85.64213661714149
울산,2022,보건·안전,아동안전 수준,3.553468562269849,0.0430861723446893,82.47352616617002
울산,2023,보건·안전,아동안전 수준,3.2313602954838445,0.0430861723446893,74.9976180207646
울산,2024,보건·안전,아동안전 수준,2.9799887459465424,0.0430861723446893,69.16345973150351
인천,2016,보건·안전,아동안전 수준,1.5017138325299446,0.0430861723446893,34.85373034569501
인천,2017,보건·안전,아동안전 수준,1.9032726451409283,0.0430861723446893,44.17363022908483
인천,2018,보건·안전,아동안전 수준,2.325289400553918,0.0430861723446893,53.96834469192585
인천,2019,보건·안전,아동안전 수준,2.7107981022632854,0.0430861723446893,62.91573269904093
인천,2020,보건·안전,아동안전 수준,3.3344786447488493,0.0430861723446893,77.390922964171
인천,2021,보건·안전,아동안전 수준,3.422165465953394,0.0430861723446893,79.42607290747648
인천,2022,보건·안전,아동안전 수준,3.50835463855337,0.0430861723446893,81.42646347154104
인천,2023,보건·안전,아동안전 수준,3.1415260154589717,0.0430861723446893,72.9126270564664
인천,2024,보건·안전,아동안전 수준,2.7552255073164607,0.0430861723446893,63.94686177446114
전남,2016,보건·안전,아동안전 수준,0.8525842281196678,0.0430861723446893,19.787885108451835
전남,2017,보건·안전,아동안전 수준,1.3456288817903657,0.0430861723446893,31.23110753550664
전남,2018,보건·안전,아동안전 수준,2.237259670084976,0.0430861723446893,51.92523606383272
전남,2019,보건·안전,아동안전 수준,2.263388292789306,0.0430861723446893,52.53166316752857
전남,2020,보건·안전,아동안전 수준,2.612760254980562,0.0430861723446893,60.64034266210704
전남,2021,보건·안전,아동안전 수준,2.5470943642735175,0.0430861723446893,59.116283152208645
전남,2022,보건·안전,아동안전 수준,2.4058944216983607,0.0430861723446893,55.83913099662709
전남,2023,보건·안전,아동안전 수준,2.3755508224278437,0.0430861723446893,55.134877227511375
전남,2024,보건·안전,아동안전 수준,2.0423845141976527,0.0430861723446893,47.40231965509903
전북,2016,보건·안전,아동안전 수준,1.274467261877529,0.0430861723446893,29.5794959849715
전북,2017,보건·안전,아동안전 수준,1.8976553971702737,0.0430861723446893,44.04325782269614
전북,2018,보건·안전,아동안전 수준,2.6485621838505784,0.0430861723446893,61.471280453090195
전북,2019,보건·안전,아동안전 수준,2.703265352809832,0.0430861723446893,62.740902839632874
전북,2020,보건·안전,아동안전 수준,3.0095112264917816,0.0430861723446893,69.84865590787905
